freq,indic_il,unit,isced11,sex,age,geo\TIME_PERIOD	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,MED_E,EUR,ED0-2,F,Y_GE65,MT	: 	: 	6411 	7287 	7399 	7493 	8245 	8451 	8843 	9323 	9527 	9602 	9874 	9584 	10156 	10300 	10783 	11968 	12219 	12441 	: 
A,MED_E,EUR,ED0-2,F,Y_GE65,NL	: 	: 	14293 	14195 	14416 	15440 	16416 	16739 	16808 	17195 	17172 	17269 	17385 	17620 b	18163 	18338 	18915 	19849 	20341 	20811 	: 
A,MED_E,EUR,ED0-2,F,Y_GE65,NO	17801 	17318 	16710 	18868 	20617 	22582 	22747 	23020 	25536 	28108 	31394 	31684 	30337 	28133 	28424 	28302 	28236 	29501 	28929 b	32991 	: 
A,MED_E,EUR,ED0-2,F,Y_GE65,PL	: 	: 	2388 	2839 	3140 	3507 	3981 	3487 	3955 	4041 	4223 	4295 	4491 	4604 	4611 	4878 	5202 	5713 	6367 	7196 	: 
A,MED_E,EUR,ED0-2,F,Y_GE65,PT	: 	6256 	6644 	6537 	7097 	7249 	7787 	7608 	7579 	8089 	7988 	7050 	7200 	7350 	7649 	7800 	8548 	9100 	9125 	9479 	: 
A,MED_E,EUR,ED0-2,F,Y_GE65,RO	: 	: 	: 	: 	1103 	1437 	1732 	1698 	1785 	1739 	1744 	1828 	1874 	1899 	2016 	2306 	2520 	2912 	3090 	4226 	4924 
A,MED_E,EUR,ED0-2,F,Y_GE65,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2033 	1926 	1910 	1908 	1949 	2097 	2433 	2715 	2890 	3196 	: 
A,MED_E,EUR,ED0-2,F,Y_GE65,SE	: 	12102 	12552 	13580 	14354 	13768 b	13678 	12805 	14318 	16040 	17411 	18781 	17530 	17199 	17651 	17687 	16837 	17178 	18309 	18488 	19634 
A,MED_E,EUR,ED0-2,F,Y_GE65,SI	: 	: 	6400 	6749 	7019 	7506 	8392 	7708 	7788 	8159 	7574 	8146 	8349 	8338 	8835 	9063 	9635 	10012 	10828 	11158 	11713 
A,MED_E,EUR,ED0-2,F,Y_GE65,SK	: 	: 	2272 	2620 	3012 	3588 	4433 	4907 	5282 	5395 	5713 	5857 	5849 	6016 	6024 	6404 	6470 	7031 	7486 	8201 	8684 
A,MED_E,EUR,ED0-2,F,Y_GE65,TR	: 	: 	: 	3694 	4041 	4201 	4243 	3851 	4633 	4312 	4692 	3556 	3372 	3644 	3627 	3333 	3132 	3228 	2925 	: 	: 
A,MED_E,EUR,ED0-2,F,Y_GE65,UK	: 	: 	13238 	13575 	14674 	13301 	12140 	12785 	12996 	15328 b	14613 	16559 	16758 	16885 	15993 b	16161 	: 	: 	: 	: 	: 
A,MED_E,EUR,ED0-2,F,Y_GE65,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2067 	: 	: 	: 	: 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1395 	1633 	1829 	2116 	2089 	: 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,AT	14460 	15681 	16000 	15470 	15785 	16902 b	17380 	18221 	17905 	19259 	19282 	19020 	19679 	19470 	20959 	20929 	20669 	22119 	22342 	22307 	24203 
A,MED_E,EUR,ED0-2,M,Y18-64,BE	13823 	13900 	15233 	15715 	16023 	16342 	17612 	17223 	17067 	16995 	18174 	17330 	17804 	18368 	18208 	19107 	20746 b	21521 	21070 	21185 	22201 
A,MED_E,EUR,ED0-2,M,Y18-64,BG	: 	: 	: 	1040 	994 	1600 	2140 	2087 	1881 	1917 	1881 	1954 	1983 	1786 b	2028 	2149 	2574 	2685 	3244 	3110 	3757 
A,MED_E,EUR,ED0-2,M,Y18-64,CH	: 	: 	: 	: 	24375 	23609 	24709 	26566 	29389 	32955 	34805 	32268 b	33102 	34832 	37249 	36574 	31725 	32627 	34748 	34188 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,CY	: 	: 	11907 	12908 	14333 	14496 b	15630 	14846 	14897 	14749 	13139 	11683 	11182 	11004 	11247 	12291 	13229 	13529 	13681 	13641 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,CZ	: 	: 	3497 	3962 	4603 	5205 	6165 	5916 	6120 	6814 	6554 	6348 	6165 	6144 	6790 	7744 	9113 	9381 	9482 	11600 	11754 
A,MED_E,EUR,ED0-2,M,Y18-64,DE	: 	: 	15741 	15271 	15815 	16413 	15839 	15369 	15914 	16228 	16107 	15692 	15947 	16824 	17119 	18903 	19098 	21204 b	19939 	20321 	21600 
A,MED_E,EUR,ED0-2,M,Y18-64,DK	21113 	21019 	21934 	22343 	22866 	23661 	23707 	24727 	26120 b	25405 	25309 	26682 	27196 	27903 	27314 	29343 	29498 	29224 	29879 	31994 	33496 
A,MED_E,EUR,ED0-2,M,Y18-64,EA	: 	: 	: 	: 	: 	14532 e	14810 e	14685 e	14285 e	14154 e	13788 e	13469 e	13503 e	13789 e	14464 e	15042 e	15475 	16213 b	16116 	: 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,EA18	: 	: 	12762 	12959 	13324 	14418 	14736 	14607 	14228 	14103 	13741 	13469 	13542 	13824 	14498 	15079 	15507 	16243 b	: 	: 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,EA19	: 	: 	12707 	12906 	13279 	14373 	14672 	14541 	14168 	14044 	13690 	13432 	13503 	13789 	14464 	15042 	15475 	16213 b	16116 	: 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13399 	13431 	13720 	14394 	14976 	15409 	16154 	16085 	16930 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,EE	: 	2143 	2482 	3144 	3923 	5326 	5589 	5005 	4608 	4982 	5760 	6171 b	6466 	7423 	8202 	8989 	9283 	10343 	10933 	11879 	12576 
A,MED_E,EUR,ED0-2,M,Y18-64,EL	6993 	7679 	8388 	8609 	8657 	9325 	9799 	9762 	8686 	7069 	5926 	5607 	5674 	5572 	5940 	6018 	6475 	6729 	6595 	7337 	8284 
A,MED_E,EUR,ED0-2,M,Y18-64,ES	: 	9550 	9979 	10560 	11157 	12837 b	13713 	13137 	12391 	11616 	11193 	10565 	10536 	10677 	11525 	11717 	12233 	13360 	12798 	13960 	15167 
A,MED_E,EUR,ED0-2,M,Y18-64,EU	: 	: 	: 	: 	: 	13168 e	13467 e	13305 e	13090 e	13101 e	12693 e	13416 e	13181 e	13461 e	13534 e	14382 e	14792 e	: 	: 	: 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,EU27_2007	: 	: 	11607 e	11933 e	12301 	13168 	13467 	13357 	13140 	13150 	12744 	13466 	13231 	13508 	13586 	14431 	14840 e	: 	: 	: 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,EU27_2020	: 	: 	: 	: 	: 	: 	: 	13260 e	12979 e	12891 e	12497 e	12364 e	12207 e	12441 e	13334 e	13962 e	14404 e	15119 b	15107 	15995 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,EU28	: 	: 	: 	: 	: 	: 	: 	13305 	13090 	13101 	12693 	13416 	13181 	13461 	13534 	14382 	14792 e	: 	: 	: 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,FI	: 	16305 	16751 	17515 	17971 	19360 	19894 	20239 	20399 	21088 	22182 	21804 	21653 	21693 	23214 	23281 	22441 	23301 	23434 	25030 	26476 
A,MED_E,EUR,ED0-2,M,Y18-64,FR	: 	13907 	14637 	15049 	15113 	17523 	18028 	18239 	18142 b	19015 	18475 	18780 	18316 	18590 	19208 	19484 	19663 	18304 b	18791 	19010 b	: 
A,MED_E,EUR,ED0-2,M,Y18-64,HR	: 	: 	: 	: 	: 	: 	: 	4201 	4042 	3894 	3637 	3902 	3898 	4131 	4606 	4984 	5316 	6236 	6242 	6526 	7494 b
A,MED_E,EUR,ED0-2,M,Y18-64,HU	: 	: 	2882 	2955 	3157 	3540 	3760 	3382 	3196 	3207 	2964 	3040 	3141 	3349 	3815 	3813 	4548 	4786 	4675 	5426 	5550 
A,MED_E,EUR,ED0-2,M,Y18-64,IE	15020 	16499 	17656 	18307 	19231 	20048 	19379 	18580 	16974 	16480 	15685 	16732 	17906 	17914 	19166 	20566 	21338 	21885 b	22082 	23702 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,IS	: 	22304 	22674 	28412 	29059 	31882 	21644 	17868 	18512 	19310 	20699 	22209 	24182 	28093 	33308 	38129 	36192 	: 	: 	: 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,IT	: 	13061 	13664 	13773 	14184 	14558 	14637 	14757 	14466 	14304 	13700 	13556 	13689 	13229 	13816 	14251 	14892 	15040 	15211 	16244 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,LT	: 	: 	1646 	1998 	2836 	3363 	3547 	2727 	2803 	3166 	3302 	3769 	3520 	3993 	4276 	4921 	5574 	6737 	7878 	8655 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,LU	21973 	23320 	23124 	23871 	24114 	25092 	25486 	26073 	26087 	25758 	26565 	26850 	27807 	26538 b	29259 	27192 	29207 	28275 b	30980 b	35324 b	: 
A,MED_E,EUR,ED0-2,M,Y18-64,LV	: 	: 	1731 	1875 	2960 	4258 	4573 	3560 	3319 	3572 	3827 	4213 	4736 	5137 	5216 	5687 	6435 	7414 	7432 	8026 	9634 
A,MED_E,EUR,ED0-2,M,Y18-64,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1551 	1800 	2000 	2078 	2129 	1942 	2466 	2333 	2590 	3242 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	1124 	1298 	1440 	1532 	1595 	1593 	1809 	1817 	2014 	: 	: 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,MT	: 	: 	8833 	9184 	9396 	10162 	10282 	10048 	10520 	11137 	11318 	11977 	12393 	12414 	13302 	13762 	14550 	14758 	15411 	15796 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,NL	: 	: 	16408 	16712 	17341 	18311 	18778 	18679 	19345 	19247 	19760 	18933 	18637 	20495 b	21288 	22183 	22830 	24392 	25615 	27472 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,NO	27783 	25815 	25161 	27949 	27889 	29864 	31483 	29641 	33371 	34810 	38065 	39444 	36709 	36568 	33605 	33523 	33993 	37223 	32022 b	36112 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,PL	: 	: 	1790 	2273 	2650 	3186 	3938 	3332 	3817 	3837 	3833 	3842 	3866 	4237 	4395 	5036 	5490 	6165 	6423 	7348 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,PT	: 	6887 	7137 	7197 	7394 	7993 	8075 	8497 	8040 	7902 	7589 	7440 	7553 	7859 	8146 	8397 	8977 	9493 	9371 	9370 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,RO	: 	: 	: 	: 	1057 	1369 	1461 	1360 	1259 	1235 	1257 	1161 	1720 	1757 	1581 	1800 	2016 	2340 	2635 	3113 	3332 
A,MED_E,EUR,ED0-2,M,Y18-64,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1591 	1543 	1364 	1491 	1552 	1589 	2101 	2568 	2799 	3319 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,SE	: 	17549 	18280 	18775 	19764 	20794 b	20307 	19061 	21787 	23638 	24872 	23586 	22829 	22383 	21620 	22039 	19880 	20458 	20809 	22745 	23108 
A,MED_E,EUR,ED0-2,M,Y18-64,SI	: 	: 	7501 	8064 	8562 	9514 	10563 	9882 	10257 	10257 	9984 	9858 	10175 	10064 	10924 	11202 	11974 	12525 	13191 	14473 	15292 
A,MED_E,EUR,ED0-2,M,Y18-64,SK	: 	: 	2437 	2840 	3334 	4083 	4719 	5003 	5380 	5633 	5459 	5209 	5594 	5430 	5239 	5787 	5916 	5896 	5926 	5615 	6444 
A,MED_E,EUR,ED0-2,M,Y18-64,TR	: 	: 	: 	2268 	2570 	2751 	2887 	2631 	3196 	3089 	3302 	3185 	3085 	3373 	3544 	3233 	2759 	2821 	2402 	: 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,UK	: 	: 	15525 	16405 	17137 	14864 	13750 	14003 	14646 	16432 b	15586 	19014 	18578 	19389 	17923 b	18520 	: 	: 	: 	: 	: 
A,MED_E,EUR,ED0-2,M,Y18-64,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1413 	: 	: 	: 	: 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1473 	1700 	1909 	2146 	2135 	: 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,AT	14166 	15621 	15993 	15340 	15468 	16722 b	16965 	17627 	17439 	19008 	19012 	19085 	19721 	19804 	20930 	21303 	21034 	21894 	22436 	22880 	24460 
A,MED_E,EUR,ED0-2,M,Y_GE18,BE	12789 	12910 	13921 	14250 	14683 	15024 	16313 	16048 	15981 	15800 	17086 	16866 	16948 	17532 	17670 	18420 	19687 b	19967 	20238 	19996 	21770 
A,MED_E,EUR,ED0-2,M,Y_GE18,BG	: 	: 	: 	1089 	1099 	1550 	1965 	2109 	1981 	2020 	1997 	2205 	2134 	2045 b	2187 	2310 	2671 	2735 	3307 	3272 	4186 
A,MED_E,EUR,ED0-2,M,Y_GE18,CH	: 	: 	: 	: 	23793 	22223 	23693 	25605 	27566 	31723 	33027 	30726 b	31376 	34748 	35373 	36055 	31312 	32627 	34225 	33473 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,CY	: 	: 	10553 	11442 	12559 	13019 b	13893 	13511 	13309 	13483 	12336 	10981 	10396 	10447 	10597 	11168 	11825 	12387 	12475 	12857 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,CZ	: 	: 	3539 	4018 	4536 	5041 	5942 	5774 	6108 	6752 	6554 	6346 	6125 	6127 	6625 	7333 	8454 	8662 	9157 	10861 	11360 
A,MED_E,EUR,ED0-2,M,Y_GE18,DE	: 	: 	14901 	14700 	15267 	15804 	15400 	15292 	15709 	15678 	15904 	15692 	15880 	16653 	16903 	17661 	18772 	20781 b	19534 	20000 	21174 
A,MED_E,EUR,ED0-2,M,Y_GE18,DK	19686 	19393 	19972 	20716 	21091 	21701 	21988 	22663 	23421 b	23152 	23219 	23944 	24697 	25301 	24997 	26356 	26369 	26798 	27066 	28756 	30711 
A,MED_E,EUR,ED0-2,M,Y_GE18,EA	: 	: 	: 	: 	: 	14303 e	14621 e	14664 e	14316 e	14352 e	14234 e	13972 e	13934 e	14326 e	14781 e	15206 e	15674 	16239 b	16138 	: 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,EA18	: 	: 	12339 	12590 	13017 	14188 	14549 	14589 	14263 	14301 	14187 	13972 	13976 	14364 	14815 	15243 	15707 	16270 b	: 	: 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,EA19	: 	: 	12278 	12530 	12960 	14133 	14478 	14517 	14193 	14235 	14128 	13929 	13934 	14326 	14781 	15206 	15674 	16239 b	16138 	: 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13894 	13852 	14247 	14704 	15133 	15601 	16171 	16086 	16727 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,EE	: 	2122 	2457 	2940 	3527 	4623 	5048 	4806 	4648 	4883 	5459 	5680 b	5983 	6688 	7175 	7606 	8270 	9030 	9671 	9895 	10725 
A,MED_E,EUR,ED0-2,M,Y_GE18,EL	6750 	7370 	8048 	8440 	8680 	9193 	9701 	9907 	8625 	7871 	6905 	6347 	6440 	6500 	6699 	6707 	7067 	7493 	7400 	7928 	8504 
A,MED_E,EUR,ED0-2,M,Y_GE18,ES	: 	9140 	9590 	10191 	10787 	12696 b	13529 	13139 	12482 	12133 	11866 	11463 	11368 	11659 	12150 	12414 	12929 	13847 	13491 	14401 	15602 
A,MED_E,EUR,ED0-2,M,Y_GE18,EU	: 	: 	: 	: 	: 	12827 e	13167 e	13176 e	12901 e	13227 e	13053 e	13638 e	13444 e	13756 e	13791 e	14479 e	14897 e	: 	: 	: 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,EU27_2007	: 	: 	11156 e	11523 e	11939 	12827 	13167 	13229 	12953 	13279 	13107 	13692 	13499 	13810 	13849 	14532 	14950 e	: 	: 	: 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,EU27_2020	: 	: 	: 	: 	: 	: 	: 	13140 e	12824 e	12974 e	12839 e	12776 e	12605 e	12955 e	13628 e	14108 e	14563 e	15144 b	15143 	15850 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,EU28	: 	: 	: 	: 	: 	: 	: 	13176 	12901 	13227 	13053 	13638 	13444 	13756 	13791 	14479 	14897 e	: 	: 	: 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,FI	: 	14901 	15269 	15845 	16301 	17032 	17923 	18363 	18664 	19231 	19852 	20192 	20128 	20423 	21070 	20863 	21046 	21292 	21581 	22541 	23336 
A,MED_E,EUR,ED0-2,M,Y_GE18,FR	: 	13610 	14231 	14561 	15268 	17461 	18076 	18340 	18312 b	19130 	19076 	19205 	19187 	19314 	19531 	19922 	20061 	18965 b	19298 	19400 b	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,HR	: 	: 	: 	: 	: 	: 	: 	4109 	3975 	3827 	3664 	3818 	3851 	4028 	4442 	4734 	5129 	5752 	5623 	6057 	6673 b
A,MED_E,EUR,ED0-2,M,Y_GE18,HU	: 	: 	3099 	3091 	3283 	3706 	3988 	3547 	3507 	3536 	3362 	3399 	3425 	3621 	3899 	4010 	4550 	4831 	4696 	5426 	5529 
A,MED_E,EUR,ED0-2,M,Y_GE18,IE	14081 	15057 	16004 	16686 	17595 	18689 	18765 	17831 	17185 	16805 	16536 	16880 	17746 	17821 	18698 	19934 	20605 	21461 b	21960 	22409 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,IS	: 	21308 	21986 	27354 	27941 	30669 	21440 	17818 	18146 	18808 	20422 	21656 	23951 	27514 	32312 	37513 	34920 	: 	: 	: 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,IT	: 	12724 	13173 	13355 	13793 	14231 	14351 	14690 	14504 	14525 	14333 	14293 	14245 	14316 	14638 	14981 	15414 	15642 	15592 	16365 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,LT	: 	: 	1761 	2020 	2620 	3195 	3658 	3334 	3191 	3502 	3762 	3785 	3771 	4242 	4339 	4739 	5637 	6456 	7358 	7926 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,LU	22428 	23579 	23556 	24525 	24844 	25400 	26065 	26829 	27180 	26869 	27416 	28055 	28922 	27639 b	30571 	30051 	30571 	29656 b	32678 b	35963 b	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,LV	: 	: 	1696 	1821 	2752 	3743 	4050 	3621 	3610 	3672 	3841 	4140 	4424 	4661 	4705 	5169 	5851 	6786 	6679 	7369 	8875 
A,MED_E,EUR,ED0-2,M,Y_GE18,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1952 	2083 	2280 	2183 	2383 	2365 	2639 	2544 	2772 	3317 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	1211 	1366 	1498 	1653 	1683 	1685 	1869 	1919 	2125 	: 	: 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,MT	: 	: 	8528 	8886 	8982 	9636 	9949 	9825 	10085 	10767 	10911 	11520 	11764 	11719 	12668 	12894 	13537 	14094 	14609 	15126 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,NL	: 	: 	15388 	15647 	16246 	17162 	17679 	17804 	18218 	18472 	18550 	17985 	17761 	18990 b	19306 	20244 	20749 	21536 	21836 	23470 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,NO	24285 	22718 	22219 	25535 	26191 	27895 	29592 	27889 	31801 	34150 	37304 	38272 	36377 	35064 	33268 	33404 	33403 	36153 	31455 b	35760 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,PL	: 	: 	2085 	2538 	2905 	3372 	4099 	3491 	4022 	4019 	4005 	4105 	4195 	4478 	4564 	5081 	5490 	6117 	6432 	7362 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,PT	: 	6803 	7089 	7160 	7394 	8027 	8095 	8423 	8062 	8059 	7774 	7534 	7639 	7891 	8219 	8438 	9047 	9567 	9490 	9679 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,RO	: 	: 	: 	: 	1109 	1418 	1613 	1535 	1603 	1510 	1435 	1488 	1875 	1930 	1868 	2149 	2443 	2608 	2956 	3495 	4236 
A,MED_E,EUR,ED0-2,M,Y_GE18,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1709 	1632 	1507 	1657 	1702 	1846 	2232 	2634 	2819 	3313 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,SE	: 	15676 	16722 	17678 	18023 	17847 b	18020 	16972 	18743 	20486 	21669 	22269 	21721 	21003 	20652 	21298 	19313 	20174 	20741 	22176 	22900 
A,MED_E,EUR,ED0-2,M,Y_GE18,SI	: 	: 	7420 	7901 	8457 	9206 	10269 	9703 	9969 	9991 	9643 	9726 	9930 	9913 	10622 	10705 	11297 	11696 	12190 	13281 	14365 
A,MED_E,EUR,ED0-2,M,Y_GE18,SK	: 	: 	2437 	2816 	3306 	3950 	4593 	5022 	5407 	5647 	5514 	5566 	5710 	5669 	5655 	5992 	6112 	6145 	6115 	6422 	6671 
A,MED_E,EUR,ED0-2,M,Y_GE18,TR	: 	: 	: 	2307 	2637 	2821 	2963 	2683 	3275 	3156 	3375 	3227 	3126 	3426 	3593 	3277 	2819 	2883 	2490 	: 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,UK	: 	: 	14493 	15093 	16152 	13800 	13144 	13627 	13785 	16324 b	15456 	18218 	18033 	18332 	17275 b	17965 	: 	: 	: 	: 	: 
A,MED_E,EUR,ED0-2,M,Y_GE18,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1657 	: 	: 	: 	: 	: 
A,MED_E,EUR,ED0-2,M,Y_GE65,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1690 	1792 	2028 	2219 	2219 	: 	: 
A,MED_E,EUR,ED0-2,M,Y_GE65,AT	13517 	15172 	15993 	14897 	14950 	16183 b	15758 	16527 	16254 	18312 	18486 	19512 	19904 	20566 	20930 	21617 	22046 	21520 	22858 	24476 	26554 
A,MED_E,EUR,ED0-2,M,Y_GE65,BE	11288 	11627 	12081 	12313 	12458 	12728 	13646 	14213 	14506 	14732 	15667 	16157 	15990 	16354 	16560 	17115 	17697 b	17773 	19422 	19063 	20862 
A,MED_E,EUR,ED0-2,M,Y_GE65,BG	: 	: 	: 	1159 	1216 	1430 	1783 	2136 	2100 	2133 	2114 	2564 	2342 	2404 b	2419 	2617 	2809 	2872 	3425 	3727 	4677 
A,MED_E,EUR,ED0-2,M,Y_GE65,CH	: 	: 	: 	: 	19792 	18969 	20380 	22663 	25299 	26109 	24470 	25845 b	25167 	31560 	27721 	30010 	25406 	29672 	31147 	29285 	: 
A,MED_E,EUR,ED0-2,M,Y_GE65,CY	: 	: 	7373 	7973 	8750 	9375 b	9684 	9868 	10521 	11231 	11332 	10017 	10034 	10021 	10032 	10153 	10381 	10888 	11389 	11471 	: 
A,MED_E,EUR,ED0-2,M,Y_GE65,CZ	: 	: 	3621 	4070 	4406 	4796 	5766 	5672 	6072 	6499 	6476 	6323 	5977 	6084 	6309 	6483 	7005 	7640 	8233 	8934 	10265 
A,MED_E,EUR,ED0-2,M,Y_GE65,DE	: 	: 	13200 	13769 	14228 	13804 	14280 	14569 	14867 	14281 	14914 	15706 	15835 	15951 	16321 	16145 	17182 	19248 b	17885 	18480 	19500 
A,MED_E,EUR,ED0-2,M,Y_GE65,DK	15057 	15308 	15899 	16142 	16517 	17166 	17499 	18096 	19048 b	19493 	20654 	21214 	21182 	21403 	21709 	23050 	23175 	23844 	24153 	25593 	26064 
A,MED_E,EUR,ED0-2,M,Y_GE65,EA	: 	: 	: 	: 	: 	13906 e	14354 e	14705 e	14456 e	14869 e	14964 e	14747 e	14633 e	15079 e	15375 e	15564 e	15922 	16370 b	16392 	: 	: 
A,MED_E,EUR,ED0-2,M,Y_GE65,EA18	: 	: 	11654 	11987 	12463 	13791 	14287 	14637 	14407 	14819 	14918 	14747 	14683 	15122 	15412 	15600 	15957 	16403 b	: 	: 	: 
A,MED_E,EUR,ED0-2,M,Y_GE65,EA19	: 	: 	11578 	11908 	12377 	13711 	14198 	14548 	14315 	14729 	14837 	14690 	14633 	15079 	15375 	15564 	15922 	16370 b	16392 	: 	: 
A,MED_E,EUR,ED0-2,M,Y_GE65,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14651 	14532 	14981 	15284 	15478 	15835 	16286 	16315 	16566 	: 
A,MED_E,EUR,ED0-2,M,Y_GE65,EE	: 	2113 	2429 	2794 	3166 	3756 	4551 	4723 	4720 	4781 	5190 	5338 b	5665 	5982 	6096 	6405 	7057 	7633 	8213 	8212 	9001 
A,MED_E,EUR,ED0-2,M,Y_GE65,EL	6267 	6890 	7467 	8120 	8690 	8965 	9660 	9940 	8592 	8778 	7900 	7100 	7273 	7337 	7315 	7340 	7580 	8060 	8067 	8423 	8717 
A,MED_E,EUR,ED0-2,M,Y_GE65,ES	: 	8285 	8488 	8905 	9788 	12198 b	13114 	13161 	12852 	13365 	13492 	13060 	12824 	13182 	13398 	13405 	14069 	15124 	14990 	15348 	16413 
A,MED_E,EUR,ED0-2,M,Y_GE65,EU	: 	: 	: 	: 	: 	12271 e	12673 e	12988 e	12624 e	13601 e	13666 e	14043 e	13922 e	14256 e	14315 e	14718 e	15021 e	: 	: 	: 	: 
A,MED_E,EUR,ED0-2,M,Y_GE65,EU27_2007	: 	: 	10447 e	10872 e	11284 	12271 	12673 	13041 	12679 	13662 	13724 	14107 	13989 	14321 	14383 	14780 	15084 e	: 	: 	: 	: 
A,MED_E,EUR,ED0-2,M,Y_GE65,EU27_2020	: 	: 	: 	: 	: 	: 	: 	12943 e	12568 e	13273 e	13450 e	13445 e	13299 e	13756 e	14206 e	14458 e	14794 e	15285 b	15433 	15812 	: 
A,MED_E,EUR,ED0-2,M,Y_GE65,EU28	: 	: 	: 	: 	: 	: 	: 	12988 	12624 	13601 	13666 	14043 	13922 	14256 	14315 	14718 	15021 e	: 	: 	: 	: 
A,MED_E,EUR,ED0-2,M,Y_GE65,FI	: 	13113 	13669 	13693 	14287 	14529 	15758 	16816 	17251 	17859 	18191 	18940 	18948 	19525 	19631 	19921 	20397 	20132 	20469 	21336 	22375 
A,MED_E,EUR,ED0-2,M,Y_GE65,FR	: 	13263 	13856 	14021 	15713 	17424 	18231 	18631 	18442 b	19302 	19580 	19560 	19982 	20011 	20101 	20482 	20539 	19949 b	19888 	19922 b	: 
A,MED_E,EUR,ED0-2,M,Y_GE65,HR	: 	: 	: 	: 	: 	: 	: 	3962 	3841 	3624 	3723 	3793 	3772 	3993 	4099 	4323 	4745 	5087 	5041 	5325 	5801 b
